dataset,method,seed,beta,role,cache_key,original_trace_key,original_seconds,original_source,canonical_seconds,canonical_source,final_metric_dicts_identical,checkpoint_identity,requested_epochs,early_stopping
MNIST,proposed_minus_AU,31337,4.0,final,vae|MNIST|m4|s31337|e300|es1|b4,vae|m4|e300|es1|b4,87.9604139328003,"stage4_methods.json: (MNIST,proposed_minus_AU,31337,4).trace[11]",87.9604139328003,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b4,True,not available,300,True
MNIST,ascending_scan_Q,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,ascending_scan_Q,42,4).trace[0]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,ascending_scan_Q,42,4.0,final,vae|MNIST|m4|s42|e300|es1|b4,vae|m4|e300|es1|b4,69.8434944152832,"stage4_methods.json: (MNIST,ascending_scan_Q,42,4).trace[2]",69.8434944152832,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b4,True,not available,300,True
MNIST,ascending_scan_Q,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,ascending_scan_Q,123,4).trace[0]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,ascending_scan_Q,123,4.0,final,vae|MNIST|m4|s123|e300|es1|b4,vae|m4|e300|es1|b4,95.19837188720703,"stage4_methods.json: (MNIST,ascending_scan_Q,123,4).trace[2]",95.19837188720703,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b4,True,not available,300,True
MNIST,ascending_scan_Q,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,ascending_scan_Q,777,4).trace[0]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,ascending_scan_Q,777,4.0,final,vae|MNIST|m4|s777|e300|es1|b4,vae|m4|e300|es1|b4,94.92288994789124,"stage4_methods.json: (MNIST,ascending_scan_Q,777,4).trace[2]",94.92288994789124,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b4,True,not available,300,True
MNIST,ascending_scan_Q,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,ascending_scan_Q,2024,4).trace[0]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,ascending_scan_Q,2024,4.0,final,vae|MNIST|m2|s2024|e300|es1|b4,vae|m2|e300|es1|b4,89.43852734565735,"stage4_methods.json: (MNIST,ascending_scan_Q,2024,4).trace[1]",89.43852734565735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m2|s2024|e300|es1|b4,True,not available,300,True
MNIST,ascending_scan_Q,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,ascending_scan_Q,31337,4).trace[0]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,ascending_scan_Q,31337,4.0,final,vae|MNIST|m4|s31337|e300|es1|b4,vae|m4|e300|es1|b4,87.9604139328003,"stage4_methods.json: (MNIST,ascending_scan_Q,31337,4).trace[2]",87.9604139328003,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b4,True,not available,300,True
MNIST,B4_plus_Q,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,B4_plus_Q,42,4).trace[3]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B4_plus_Q,42,4.0,final,vae|MNIST|m10|s42|e300|es1|b4,vae|m10|e300|es1|b4,94.50192475318909,"stage4_methods.json: (MNIST,B4_plus_Q,42,4).trace[2]",94.50192475318909,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s42|e300|es1|b4,True,not available,300,True
MNIST,B4_plus_Q,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B4_plus_Q,123,4).trace[3]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B4_plus_Q,123,4.0,final,vae|MNIST|m10|s123|e300|es1|b4,vae|m10|e300|es1|b4,50.32360529899597,"stage4_methods.json: (MNIST,B4_plus_Q,123,4).trace[2]",50.32360529899597,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s123|e300|es1|b4,True,not available,300,True
MNIST,B4_plus_Q,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B4_plus_Q,777,4).trace[3]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B4_plus_Q,777,4.0,final,vae|MNIST|m10|s777|e300|es1|b4,vae|m10|e300|es1|b4,94.7635407447815,"stage4_methods.json: (MNIST,B4_plus_Q,777,4).trace[2]",94.7635407447815,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s777|e300|es1|b4,True,not available,300,True
MNIST,B4_plus_Q,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B4_plus_Q,2024,4).trace[3]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B4_plus_Q,2024,4.0,final,vae|MNIST|m10|s2024|e300|es1|b4,vae|m10|e300|es1|b4,87.00039005279541,"stage4_methods.json: (MNIST,B4_plus_Q,2024,4).trace[2]",87.00039005279541,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s2024|e300|es1|b4,True,not available,300,True
MNIST,B4_plus_Q,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B4_plus_Q,31337,4).trace[3]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B4_plus_Q,31337,4.0,final,vae|MNIST|m4|s31337|e300|es1|b4,vae|m4|e300|es1|b4,87.9604139328003,"stage4_methods.json: (MNIST,B4_plus_Q,31337,4).trace[1]",87.9604139328003,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b4,True,not available,300,True
MNIST,B6a_plus_Q,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,B6a_plus_Q,42,4).trace[5]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B6a_plus_Q,42,4.0,final,vae|MNIST|m8|s42|e300|es1|b4,vae|m8|e300|es1|b4,56.5801522731781,"stage4_methods.json: (MNIST,B6a_plus_Q,42,4).trace[6]",56.5801522731781,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s42|e300|es1|b4,True,not available,300,True
MNIST,B6a_plus_Q,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B6a_plus_Q,123,4).trace[5]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B6a_plus_Q,123,4.0,final,vae|MNIST|m8|s123|e300|es1|b4,vae|m8|e300|es1|b4,79.7982714176178,"stage4_methods.json: (MNIST,B6a_plus_Q,123,4).trace[6]",79.7982714176178,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s123|e300|es1|b4,True,not available,300,True
MNIST,B6a_plus_Q,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B6a_plus_Q,777,4).trace[5]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B6a_plus_Q,777,4.0,final,vae|MNIST|m8|s777|e300|es1|b4,vae|m8|e300|es1|b4,58.2968316078186,"stage4_methods.json: (MNIST,B6a_plus_Q,777,4).trace[6]",58.2968316078186,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s777|e300|es1|b4,True,not available,300,True
MNIST,B6a_plus_Q,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B6a_plus_Q,2024,4).trace[5]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B6a_plus_Q,2024,4.0,final,vae|MNIST|m8|s2024|e300|es1|b4,vae|m8|e300|es1|b4,58.33166456222534,"stage4_methods.json: (MNIST,B6a_plus_Q,2024,4).trace[6]",58.33166456222534,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s2024|e300|es1|b4,True,not available,300,True
MNIST,B6a_plus_Q,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B6a_plus_Q,31337,4).trace[5]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B6a_plus_Q,31337,4.0,final,vae|MNIST|m8|s31337|e300|es1|b4,vae|m8|e300|es1|b4,81.98022437095642,"stage4_methods.json: (MNIST,B6a_plus_Q,31337,4).trace[6]",81.98022437095642,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s31337|e300|es1|b4,True,not available,300,True
MNIST,B6b_plus_Q,42,4.0,anchor,vae|MNIST|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,95.81261610984802,"stage4_methods.json: (MNIST,B6b_plus_Q,42,4).trace[1]",95.81261610984802,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b4,,not available,300,True
MNIST,B6b_plus_Q,42,4.0,final,vae|MNIST|m4|s42|e300|es1|b4,vae|m4|e300|es1|b4,69.8434944152832,"stage4_methods.json: (MNIST,B6b_plus_Q,42,4).trace[3]",69.8434944152832,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s42|e300|es1|b4,True,not available,300,True
MNIST,B6b_plus_Q,123,4.0,anchor,vae|MNIST|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,77.17379426956177,"stage4_methods.json: (MNIST,B6b_plus_Q,123,4).trace[1]",77.17379426956177,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b4,,not available,300,True
MNIST,B6b_plus_Q,123,4.0,final,vae|MNIST|m4|s123|e300|es1|b4,vae|m4|e300|es1|b4,95.19837188720703,"stage4_methods.json: (MNIST,B6b_plus_Q,123,4).trace[3]",95.19837188720703,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s123|e300|es1|b4,True,not available,300,True
MNIST,B6b_plus_Q,777,4.0,anchor,vae|MNIST|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,93.39641547203064,"stage4_methods.json: (MNIST,B6b_plus_Q,777,4).trace[1]",93.39641547203064,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b4,,not available,300,True
MNIST,B6b_plus_Q,777,4.0,final,vae|MNIST|m4|s777|e300|es1|b4,vae|m4|e300|es1|b4,94.92288994789124,"stage4_methods.json: (MNIST,B6b_plus_Q,777,4).trace[2]",94.92288994789124,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s777|e300|es1|b4,True,not available,300,True
MNIST,B6b_plus_Q,2024,4.0,anchor,vae|MNIST|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,97.94245433807373,"stage4_methods.json: (MNIST,B6b_plus_Q,2024,4).trace[1]",97.94245433807373,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b4,,not available,300,True
MNIST,B6b_plus_Q,2024,4.0,final,vae|MNIST|m2|s2024|e300|es1|b4,vae|m2|e300|es1|b4,89.43852734565735,"stage4_methods.json: (MNIST,B6b_plus_Q,2024,4).trace[2]",89.43852734565735,results/make49/stage4_cache/MNIST.json:vae|MNIST|m2|s2024|e300|es1|b4,True,not available,300,True
MNIST,B6b_plus_Q,31337,4.0,anchor,vae|MNIST|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,76.10970902442932,"stage4_methods.json: (MNIST,B6b_plus_Q,31337,4).trace[1]",76.10970902442932,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b4,,not available,300,True
MNIST,B6b_plus_Q,31337,4.0,final,vae|MNIST|m4|s31337|e300|es1|b4,vae|m4|e300|es1|b4,87.9604139328003,"stage4_methods.json: (MNIST,B6b_plus_Q,31337,4).trace[3]",87.9604139328003,results/make49/stage4_cache/MNIST.json:vae|MNIST|m4|s31337|e300|es1|b4,True,not available,300,True
dSprites,B1_full_mse,42,4.0,anchor,vae|dSprites|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,335.816773891449,"stage4_methods.json: (dSprites,B1_full_mse,42,4).trace[11]",335.816773891449,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b4,,not available,300,True
dSprites,B1_full_mse,42,4.0,final,vae|dSprites|m48|s42|e300|es1|b4,vae|m48|e300|es1|b4,334.2973175048828,"stage4_methods.json: (dSprites,B1_full_mse,42,4).trace[10]",334.2973175048828,results/make49/stage4_cache/dSprites.json:vae|dSprites|m48|s42|e300|es1|b4,True,not available,300,True
dSprites,B1_full_mse,123,4.0,anchor,vae|dSprites|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,336.1480040550232,"stage4_methods.json: (dSprites,B1_full_mse,123,4).trace[11]",336.1480040550232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b4,,not available,300,True
dSprites,B1_full_mse,123,4.0,final,vae|dSprites|m16|s123|e300|es1|b4,vae|m16|e300|es1|b4,330.3626706600189,"stage4_methods.json: (dSprites,B1_full_mse,123,4).trace[6]",330.3626706600189,results/make49/stage4_cache/dSprites.json:vae|dSprites|m16|s123|e300|es1|b4,True,not available,300,True
dSprites,B1_full_mse,777,4.0,anchor,vae|dSprites|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,336.7512528896332,"stage4_methods.json: (dSprites,B1_full_mse,777,4).trace[11]",336.7512528896332,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b4,,not available,300,True
dSprites,B1_full_mse,777,4.0,final,vae|dSprites|m16|s777|e300|es1|b4,vae|m16|e300|es1|b4,330.2289526462555,"stage4_methods.json: (dSprites,B1_full_mse,777,4).trace[6]",330.2289526462555,results/make49/stage4_cache/dSprites.json:vae|dSprites|m16|s777|e300|es1|b4,True,not available,300,True
dSprites,B1_full_mse,2024,4.0,anchor,vae|dSprites|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,336.21560883522034,"stage4_methods.json: (dSprites,B1_full_mse,2024,4).trace[11]",336.21560883522034,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b4,,not available,300,True
dSprites,B1_full_mse,2024,4.0,final,vae|dSprites|m32|s2024|e300|es1|b4,vae|m32|e300|es1|b4,331.70132398605347,"stage4_methods.json: (dSprites,B1_full_mse,2024,4).trace[9]",331.70132398605347,results/make49/stage4_cache/dSprites.json:vae|dSprites|m32|s2024|e300|es1|b4,True,not available,300,True
dSprites,B1_full_mse,31337,4.0,anchor,vae|dSprites|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,336.2193920612335,"stage4_methods.json: (dSprites,B1_full_mse,31337,4).trace[11]",336.2193920612335,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b4,,not available,300,True
dSprites,B1_full_mse,31337,4.0,final,vae|dSprites|m8|s31337|e300|es1|b4,vae|m8|e300|es1|b4,329.3383343219757,"stage4_methods.json: (dSprites,B1_full_mse,31337,4).trace[3]",329.3383343219757,results/make49/stage4_cache/dSprites.json:vae|dSprites|m8|s31337|e300|es1|b4,True,not available,300,True
dSprites,B2_full_elbo,42,4.0,anchor,vae|dSprites|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,335.816773891449,"stage4_methods.json: (dSprites,B2_full_elbo,42,4).trace[11]",335.816773891449,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b4,,not available,300,True
dSprites,B2_full_elbo,42,4.0,final,vae|dSprites|m48|s42|e300|es1|b4,vae|m48|e300|es1|b4,334.2973175048828,"stage4_methods.json: (dSprites,B2_full_elbo,42,4).trace[10]",334.2973175048828,results/make49/stage4_cache/dSprites.json:vae|dSprites|m48|s42|e300|es1|b4,True,not available,300,True
dSprites,B2_full_elbo,123,4.0,anchor,vae|dSprites|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,336.1480040550232,"stage4_methods.json: (dSprites,B2_full_elbo,123,4).trace[11]",336.1480040550232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b4,,not available,300,True
dSprites,B2_full_elbo,123,4.0,final,vae|dSprites|m16|s123|e300|es1|b4,vae|m16|e300|es1|b4,330.3626706600189,"stage4_methods.json: (dSprites,B2_full_elbo,123,4).trace[6]",330.3626706600189,results/make49/stage4_cache/dSprites.json:vae|dSprites|m16|s123|e300|es1|b4,True,not available,300,True
dSprites,B2_full_elbo,777,4.0,anchor,vae|dSprites|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,336.7512528896332,"stage4_methods.json: (dSprites,B2_full_elbo,777,4).trace[11]",336.7512528896332,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b4,,not available,300,True
dSprites,B2_full_elbo,777,4.0,final,vae|dSprites|m16|s777|e300|es1|b4,vae|m16|e300|es1|b4,330.2289526462555,"stage4_methods.json: (dSprites,B2_full_elbo,777,4).trace[6]",330.2289526462555,results/make49/stage4_cache/dSprites.json:vae|dSprites|m16|s777|e300|es1|b4,True,not available,300,True
dSprites,B2_full_elbo,2024,4.0,anchor,vae|dSprites|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,336.21560883522034,"stage4_methods.json: (dSprites,B2_full_elbo,2024,4).trace[11]",336.21560883522034,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b4,,not available,300,True
dSprites,B2_full_elbo,2024,4.0,final,vae|dSprites|m32|s2024|e300|es1|b4,vae|m32|e300|es1|b4,331.70132398605347,"stage4_methods.json: (dSprites,B2_full_elbo,2024,4).trace[9]",331.70132398605347,results/make49/stage4_cache/dSprites.json:vae|dSprites|m32|s2024|e300|es1|b4,True,not available,300,True
dSprites,B2_full_elbo,31337,4.0,anchor,vae|dSprites|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,336.2193920612335,"stage4_methods.json: (dSprites,B2_full_elbo,31337,4).trace[11]",336.2193920612335,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b4,,not available,300,True
dSprites,B2_full_elbo,31337,4.0,final,vae|dSprites|m8|s31337|e300|es1|b4,vae|m8|e300|es1|b4,329.3383343219757,"stage4_methods.json: (dSprites,B2_full_elbo,31337,4).trace[3]",329.3383343219757,results/make49/stage4_cache/dSprites.json:vae|dSprites|m8|s31337|e300|es1|b4,True,not available,300,True
dSprites,B3_full_downstream,42,4.0,anchor,vae|dSprites|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,335.816773891449,"stage4_methods.json: (dSprites,B3_full_downstream,42,4).trace[11]",335.816773891449,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b4,,not available,300,True
dSprites,B3_full_downstream,42,4.0,final,vae|dSprites|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,335.816773891449,"stage4_methods.json: (dSprites,B3_full_downstream,42,4).trace[11]",335.816773891449,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b4,True,not available,300,True
dSprites,B3_full_downstream,123,4.0,anchor,vae|dSprites|m64|s123|e300|es1|b4,vae|m64|e300|es1|b4,336.1480040550232,"stage4_methods.json: (dSprites,B3_full_downstream,123,4).trace[11]",336.1480040550232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b4,,not available,300,True
dSprites,B3_full_downstream,123,4.0,final,vae|dSprites|m32|s123|e300|es1|b4,vae|m32|e300|es1|b4,331.746045589447,"stage4_methods.json: (dSprites,B3_full_downstream,123,4).trace[9]",331.746045589447,results/make49/stage4_cache/dSprites.json:vae|dSprites|m32|s123|e300|es1|b4,True,not available,300,True
dSprites,B3_full_downstream,777,4.0,anchor,vae|dSprites|m64|s777|e300|es1|b4,vae|m64|e300|es1|b4,336.7512528896332,"stage4_methods.json: (dSprites,B3_full_downstream,777,4).trace[11]",336.7512528896332,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b4,,not available,300,True
dSprites,B3_full_downstream,777,4.0,final,vae|dSprites|m48|s777|e300|es1|b4,vae|m48|e300|es1|b4,334.560453414917,"stage4_methods.json: (dSprites,B3_full_downstream,777,4).trace[10]",334.560453414917,results/make49/stage4_cache/dSprites.json:vae|dSprites|m48|s777|e300|es1|b4,True,not available,300,True
dSprites,B3_full_downstream,2024,4.0,anchor,vae|dSprites|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,336.21560883522034,"stage4_methods.json: (dSprites,B3_full_downstream,2024,4).trace[11]",336.21560883522034,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b4,,not available,300,True
dSprites,B3_full_downstream,2024,4.0,final,vae|dSprites|m64|s2024|e300|es1|b4,vae|m64|e300|es1|b4,336.21560883522034,"stage4_methods.json: (dSprites,B3_full_downstream,2024,4).trace[11]",336.21560883522034,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b4,True,not available,300,True
dSprites,B3_full_downstream,31337,4.0,anchor,vae|dSprites|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,336.2193920612335,"stage4_methods.json: (dSprites,B3_full_downstream,31337,4).trace[11]",336.2193920612335,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b4,,not available,300,True
dSprites,B3_full_downstream,31337,4.0,final,vae|dSprites|m64|s31337|e300|es1|b4,vae|m64|e300|es1|b4,336.2193920612335,"stage4_methods.json: (dSprites,B3_full_downstream,31337,4).trace[11]",336.2193920612335,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b4,True,not available,300,True
dSprites,B4_coarse,42,4.0,anchor,vae|dSprites|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,335.816773891449,"stage4_methods.json: (dSprites,B4_coarse,42,4).trace[3]",335.816773891449,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b4,,not available,300,True
dSprites,B4_coarse,42,4.0,final,vae|dSprites|m64|s42|e300|es1|b4,vae|m64|e300|es1|b4,335.816773891449,"stage4_methods.json: (dSprites,B4_coarse,42,4).trace[3]",335.816773891449,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b4,True,not available,300,True
